,Text,Ratio,Length
267,mo o v unsouuiutu leAiiie 61 7 100 Continental Can 5 I 6 1 Candy 74 74 4 Products Ref 100 101 I 7 300 Corn Products Ref pf 1 34 I 85 2500iCosden Co i 101 8 22400 Crucible Steel Co M 32 32 41 Am Sugar 26 i 26 5300 Cuba Cane Sugar j 69 j 7 400 Cuba Cane Sugar pf 101 9 300 Delaware Hudson 200 1225 luj 100 Del Lack Western j 1 I 1 1700Denver Rio Grande 1 2 470 Denver Rio Grande pf 11 11 I l1 lSOOIDome Mines 7 I 8 I 2001Duluth S S ft Atl pf 18 I 18 I Horn Coal Corp 55 56 5 1600 Endicott 15 15 111001Eric 23 23 2300 Erie 1st pf,0.905511811023622,127
60,IUUKS iiKc a gouu IUI uuolher progressive step toward fixing the Indemnity somewhere near the ten to fifteen hlllinn dollars which JjAisrcH Keynes and Asquitii were agreed Germany could pay Blue Crabs and Your Pocket The Government has three branches The executive hrnneh lias ten departments One of these departments Commerce has at least nine bureaus or divisions One of these divisions Is Publications Now we come presently to the Blue Crab The annual report of the chief of the Division of Publications of the Department of Commerce was made public yesterday It contains a list of about publications Issued by the Department of Commerce during the,0.9065420560747663,107
1082,stanune wouia d ciimiuatvu right of succession There was no hin1 in the Premier address at formation of a republic Paris Nov The throne of Greeci may be offered to Prince Charles Coun of Flanders the second son of King At bert according to the Petit Parislen The newspaper says that the reply ol Prince Paul of Greece to the Greek Gov ernment offer of the throne to him wil be declined if Premier Venizelos retain power which is considered certain According to the Petit Parisien th King of the Belgians declined a similai offer from Hungary several months ago on behalf of the Count of Flanders At the Greek legation here it was sale they were unable to confirm 01 deny the reports REPORT SLAUGHTER OF JEWS i Pmaantii Arnnnf,0.8702290076335878,131
2890,Exports Rise Eleven Billion Francs Imports More Than Two Billions MANUFACTURES GROWING Ministry of Finance Gives ures for Ten Months Showing Increase Paius Nov French exports during the ten months of 1920 ended October 31 have increased ncn over the same period of last year This announcement was contained In a i statement Issued by the Ministry of nance iy Exports for the ten months totalled francs as compared with francs for c or rys ponding ten months of 1919 Impbrts foi the ten months of this year totalled francs or an increase of francs over 1919 The figures for exportation of manufactured products showed that Franca mate Sal gains this year The total figures are francs as rgainst francs for 1919 Food products exported this year show,0.921875,128
933,mildest 01 me miiu tractvmiumovo ator Thomas Sterling South Dakota who was a Lodge reservatlonist and Senator France Maryland who comes forward with a definite proposal for the j new world conference Senator McComber who Is a member of the Senate Committee on Foreign I Relations said There Is no chance of the Senate agreeing to go Into the present League of Nations even with reservations There will have to be some new association of nations for peace It would not be possible to get a vote of the Senate to ratify the treaty with the present league covenant It Is not unlikely that the treaty of peace proper can be agreed Senator Sterling also expressed doubt as to the possibility of getting the j ate to agree to the league covenant with j any kind of reservations and anticipates j a declaration of peace with Germany and Austria immediately after Senator Harding inauguration to be followed by initiative on the part of the new President to form a new association of na,0.9653179190751444,173
1540,t Leading Continental Line of Battle Ideas Airplane Submarin VAST naval preparedness is going or among the leading nations of tht world but in much different ways Clinging to the old typo of maritime lefence tlie line of buttle ship and its auxiliaries are the States and Japan Scrapping the dreadnoinnit Idea and developing an entirely new offensive and de fenslve system are tlreat Itrituin Kranct and Italy War lessons presumably have uukIii tht three great Continental that the battles of the future are to be won by air submarine and wholly mechanical craft anil the best brains of those nations are devoted,0.8737864077669903,103
228,FRIDAY OCTOBER 8 4LOONS IN ZZLES PASSAIC k As Soft Drink Parlors Hasten to Invade Field are necessary to sell grape Juioe milk vlchy and near Beer the city of Passaic Is losing about revenue annually A year ago there were exactly 101 saloons In Passaic and a few of the townsfolk knew where every one of them was located according to tlie reports of the Investigators there are Just 12S and everybody in town knows where they are located It has been ascertained that each of the 12 saloon keepers is drawing down excellent profits aud that the grocery stores have begun to Invade the field The office of the Director of PuMlc Safety has been flooded with applications from men want to hang out near beer signs but It Is not within the power of the city to Issue these licenses any more No licenses are needed us a matter of fact and the soft drink business us It Is carried on In Passaic has become so prosperous that u former proprietor who went to and Into bankruptcy at one and the same ttme Is about ready to return to Passaic to rehabilitate his fortune It was pointed out casually last night that wbat with 12S saloons In town and an Increase of 27 per cent shown tn a year there Is not much doubt but that a fellow can walk vor there and any kind of soft drink he craves Iperator starts pissl trip of year Cnnaril Company May Not,0.9209486166007904,253
151,ind with arms speared m ali before Mails reached the bag It vns the end of a timely double play There Is some sentiment in a baseball rowd after all Wheat actually wa isplatided loni and loud as lie came li roin the field after making the erroi hst gave the Indians their only run If ia t not a Joshing applause It was pereetly sincere the sort that seemed to m ly It all right old fellow we inow you gdod anyway From the way Malls dusted rhost of he batters off the plate during his six irtd innings of pitching the ans were given some inkling as to how earned his soubriquet Manager Sneaker a surprise m fhe Dodgery by selecting Caldwell to ilteh and then Caldwell srrang a surirlse on Speaker by pitching himself nit of the game in less than one Inning George Burns struck a winged Mrrury i ose as he reached over Into a box nd plucked Wheat foul out of the hands of a fan That Cleveland baseball bug who dlsnrbed tlV r of the first two games rlth his piercing raucous voice was tin ble to sr eak above a whls er but he ad a steamboat whistle with him that l comnarlson made his own explosions ound like the sweetest of music The olders of reserved seats In his vicinity re praying that If the teams have to ome hack Field for an eighth ame that the fan in question stays In ts home town or misses the train or omethlng Many fans found It hard to undortnnd why Griffith after making his rililart eatrh oft Wood In the scroll inning was replaced by Bernle Ncls i right field The answer was that,0.8527397260273972,292
304,v JlmniT Nsmf Pioneer Sporting tab Billy tMnra Kny DetHn Artie v Jimmy Kane the fifteen round bout between Artie and Jimmy Kane at the Pioneer Sporting Club Saturday night Billy Stern of Minneapolis and Ray Devlin of the West Side meeting In the eight round Charley Welnert is favorite over Bartley Madden for their ten round bout next Tuesday night in Madison Squure Garden This Is one of three other contests on the same card with Jack Dempsay and BUI Brennan Welnert oneround knockout over Sergeant Ray Smith has made his Newark friends confident he will take the measure of Madden Kid Norfolk the Black Thunderbolt Is In condition for his bout with Bill Tate Marty Parrell one of Dempsey sparring partners says he expects to outpoint Prank MoGulre of Philadelphia In the opener of alx rounds The Italians are getting to the front In the ohamplonShlp classes Pete Herman owns the bantam title Johnny Wilson has the middleweight championship padlocked and Louis Bogash Is attempting to relieve Jack Brltton of his welter honors Bogash claims he had the better of Brltton In a decialonless ten round bout but had to be content with an unofficial draw Bogasli seeks a fifteen round bout to a decision with Brltton Bogash who doee not draw the color line recently defeated Jack Green a negro welter In a twelve round bout at Providence,0.8744588744588745,231
2086,proDiems 24 numbers of Vogue for 6 Your ub cription will Hart uilh iho fir l f o iiiiif Winter Fashions ISov 1 Smart Fashions for Limited Incomes ISov 15 Christmas Gifts 1 Holiday 15 Lingerie ft Vanity 1 Motor ft Southern 15 Spring Fabrics ft Patterns 1 Forecast of Spring Fashions 15 Spring Millinery Mar 1 New York Fashions Mar 15 Spring Fashions ft Brides Apr 1 Paris Fashions Apr 15 Smart Fashions for Limited Incomes May 1 Summer Homes ft Hostess May 15 Summer Fashions June 1 Travel ft Resorts June 15 Hot Weather Fashions July 1 Motor Touring J ly 15 Interior Decorations 1 Children Fashions 15 Autumn Fabrics ft Patterns 1 Autumn Forecast,0.9230769230769232,117
566,to til f jhO then went to the head quarters of the Houscsmlths ami H nnd saw nn official who laughed at him nil said Sec Parka He went on to nay Hint ho ran Parka c the next day and proflcred n check 1200 whereupon Parka asked him whether lie Plenty thought Parka was a fool that nothing but carh would do 5 una convicted of exlortln money from Plenty nnil actually got t ping Sins but soon afterward wan released on hull and never went to trial again on this count In October IP however he was again brought to ronrt on the charge of extorting SfuH from Bonis Schinltt treasurer of the Tiffany Studios In his address to the Jury at that trial Assistant District Attorney Rand outlined the case saying Pome yesis Tlffnny A obtained the rights to the Invention of n certain kind of beautiful glass A ponvtlon was organised galled the ranv Studios Company and to do the Interior wotk they employed housnsmlths and brldgemcn of Mam Parks union Parks was the walking delegate In December 1902 the etudlo company was executing three contracts By their own admission the men on the Job wire nulte satisfied with th Ir conditions They got union wages 14 a day and worked union hours eight hours a day J On Deo SI they struck The Tiffnnv f icopls could not find out why and nono,0.8823529411764706,238
1098,greatest event or its Kina in rcc Further additions from our rest tions so that PURCHASES Free Delivery to all Shipping Point 4L RUGS If in the East indicate a continudesirable rugs The unusual n will appeal to those who dejsire inclined I 81 Feat Description r 8 I Prlea 12 5x 9 1 Asia Minor f I 11 4x Arak lxll 3 Anatolian is 1 11 7x Arak 1 13 5x10 0 Asia Minor 1 11 7x 9 5 Arak 1 12 6x10 1 Chinese 17 7x11 9 Khanbah Anatolian 13 8x10 6 Arak A 16 Ox Serebend A x 9 9 Meshed 14 4t 10 0 Hamadan A,0.8363636363636364,110
160,City Coal Supply Low Rationing Now Proposed QOAL supplies in this city are more than 90 per cent short of normal according to an accounting of all supplies which has just been completed by the Department of Health The reKort showed that there ure on 1 and tons of anthracite tons of bituminous and tons of coke and bricquets The total is tons Copeland Health Commissioner said it was of utmost importance to guard against coal wastage and wasteful use of gas and electric lights and that arrangements should be made for an even distribution of the existing supplies s orders Issued by the Federal Government which is depriving New York city,0.9642857142857144,112
1115,I Miss Frances Starr aside from playing h double role In One In David Beiasco production of Edward Knoblock new play at the Belasco Theatre also finds time to collect old books In New Vork and on the road she often has found valuable tlrst editions in book shops Her collection comprises Shakespeare Hugo Balzac Dickens Emerson Stevenson Daudet Conrad Ellen Terry Autobiography Bernhardt Memoirs Clara Morris Story of the Stage Maeterlinck Treasure of the Humble Cellini Biography Stephens Crock of Gold Anderson Fairy Tales Holland Jean Ohristophe and Green Mansions by Hudson Miss Starr has found this list a great help in analyzing the characters she has been called upon to Interpret For an actress though speaking the words of an author must visualize character mentally emotionally and physically MI SIC AT FILM For Its musical programme next week the Btrand will present a soprano soloist in a novelty prologue to the main feature The other soloists for the week are Redferne Hollinshead tenor who will sing In the Wee Little Home I Love and All for You Robe and Katherlne Stang violin virtuoso who will play Gypsy Dance Nachez and Nuages Krlcns The organ solos by Ralph Brlghan and Herbert Sisson will be grand march from Alda Verdi The Strand orchestra will play Itallen as an overture Carl Edouarde and Francis W Sutherland will wield the baton The Capitol programme opens with the Poet and Peasant overture by the orchestra conducted by Erno Rapee A novel ballet will be done to the music or the Skaters Waltz by Waldteufel danced by the Capitol ballerina MOt Gambarelli assisted by four members of the ballet corps It has been arranged by Alexander Oumansky As a prologue to the picture Bertram Peacock will sing Invlctus the niuslc by Bruno Huhn to Henley poem The orchestral selections from Victor Herbert It i Happened In Nordland will have the Interpolation of a duet In an Tuba with the Russian singers and dancers a balalaika orchestra,0.9126506024096386,332
564,fjA o T T Ill ROOM 1 9 This i a wonderful tunlty to refurnish your dining room t a saving of j it 20 to Prices quale J for jour pieces i A 350 Golden Oak 17 A A Q I 1 Colonial j j Jf 637 Golden Oak AQCi A7 11 irraw Queen Anne 5C87 Golden Oak t r Q 4Q I 7 Queen Anne j 700 Jacobean Oik CCQ 7t 1 1 f William Mary JJ I jj 1131 American Svw w Qut pdhpfl j 1288 Mahogany QrtQ QO Queen Anne sO v H JSiry Mahogany Q 1 b 4 b rar TABLE rnirroHoiiE 1 f UED Koar Hrl T I m PIECES f Rockers Chairs Couch es 1 Table Lamps et arc U Y priced at real r L prices Buy now an save Ch mon P ii I 1 2 Arm Cheirs or Hoc j 11 III em Golden Oak K B ZS W horary rtnra cr jj j ij in oe t I A AO 11 fion leather I H u II tIAVl Golden Oak 1 i,0.819672131147541,183
1836,b T Its ATTKNTION Will clean your offico and rare phono evenings Sunday exchange two room and kitchen references Address Reliable TORColumlius nv GIRLS want part time work Phone Audubon 7010 Address 407 West 145th care Johnson GIUL colored wants half time work j tlan no Sunday work C 04 Herald i aid nq GIRL colored half time work Christian no Sunday work G Herald IP ral I sq lllltL colored wishes hnlf time gocd reference 111 W 14 i n King GIRT hnlf time work afternoons Moore Hit West 0 th I GIRL wants part time position Howell j care fiargeant 110 135 th i GIRL lor part time Davy 203 144th apt It HALF TIME Neat light colored girl wishes care for business people apartment I Vcrwayen 135 143d Apt 24 time wanted hy colored girl Phone Harlem 4354 apartment 41 Busts Albert HALF time or day work colored girl Phone Audubon 2130 apt 65 J1AI F time mornings colored woman Oant 132 130th ilXO TIME respectful colored girl withes position reference MeCalvln 10 142d HALF time mornings colored girl Pearl I White rare 2 13 144th I HALF time or day work colored Chicago I woman Audubon 1120 npt 54 time morning preferred no Sundays carty 4d MAID French useful few hour mornings,0.8240740740740741,216
221,J i 9 i 140 Kan 28 2S Pacific 52 32 si Missouri Pacific 65 67 3 Pow 26 i 27 800 Mont Ward C 32 84 I Acme 58 58 lOOOlNational Aniline 89 1 90 i 7 500iNational 107 112 JOOiNational 107 1110 7 100 National Biscuit 0 7 Conduit 58 j 59 6l Enam i 76 75j H 3t 0iNatiunnl Load O 101 110 I 7 Load C i 300iNat K It of Max 10 1 700 Nevada Con Col 68 i 59 I 700 New Orleunn Te 96 58 toj 100 New York Air B 83 C 15600 New York Oenti 61 03 1 2100 New Chic 72 70 i 100 N Y Chic St I 69 70 i 5 500 iN Y Chic St 1 25 i 27 i2 100 New York Dock 84 34Ti 5000 New York N II 24 25 1 800 New York Ont i 100 71 700 Norfolk WesU 59 60 5 200 North American 90 90 7 10400 Northern Pacific 17 1S 2 100 Ohio Body Pic 4 140c1 900 Oklahoma Prod 5 6 1 I 100 Ontario 8tlver 26 27 t 3j 100 Orphoum Circuit 131 135 8 100 Otis Elevator 6 100 Otis Elevator pf 21 22 SOOIOtin Steel 48 48 3 Bottle Cc 26 i 25 4 iOOjPaclflc Develop 53 54 5 100 Pacific Gas El 90 90 C 12900lPan Am Petrol 82 83 I C 1700 Pan Am Petrol 43 43 1 8 R 18 13 i 700 Penti Seaboard S 39 i 39 IXOOlPeople Ges CI 16 17 200 Peoria Easter 28 29 i Marquette 53 I 55 lOOjPere Marquette 02 i C4 3 3 Marq prior 37 50 100 Pettibone Mullik 39 89 8 8001 Philadelphia Co 83 J 36 1001 Phillips Petroleu 36 R6 3800 Pierce Arrow Mi 88 i 89 i Si lOOlPiorce Arrow Mt 14 I 14 I 600 Pierce Oil 80 81 St 600 Pierce Oil Corp 63 j 68 5 1800 Pittsburg Coal c 36 I 37 I 1800 Pittsburg VYe 97 i 9S j 8 500pressed Steel C 67 68 81 Allegro 6 39 39 4 700 Pure Oil 93 96 I 81 4001 Railway Steel S 10S 7 200iRallway Steel S 14 i 14 lj 600 Ray Conaol Cop 99 99 4 64 57 2 2600 Reading 1st pf 58 59 j 21 9300 Reading 2d pf 53 I 65 2001Remington Type 80 I 81 J 300JReplogle Steel 34 I 35 1600 Republic Motor 78 i 78 6 5400 Republic Iron 93 96 71 llhHp Trnn,0.883177570093458,428
359,REAL ESTATE OUT OF CITY Island Sale or Krnt FOR SALE Smlthtown gentleman farm 3d i acres 10 arres woodland frontage on river high situation Colonial farmhouse barns gnrnge water aupply tennis court quick buy for Apply John Ritchie Hill Westbury I FOR SALE In Wheatley Hills adjoining Garvan Du Pont Whitney estates 8 acres o cleared woodland suitable for country estates quick buy for Apply John Ritchie Hill Weatbury I WOLF 1270 Is Vy Exceptional bnrpalna I on the Nortlr Shore Westchester Sale or Rent A HOMES IN WESTCHESTER Large and Small F rom Up FRANKLIN HULL r a 2 M V MV1 1 I,0.8301886792452831,106
238,2000 N Bug Tel s 81 HI 81 81 BOSTON CURB CEOSINO Bid Auk Mid Ask Ariz Ext 2 3 Bloss 20 30 Ariz Sllv IT 111 Iron Cap 0 7 Ariz Tip 7 8 Ba Hose 18 23 Blk Hawk 15 17 Majestic 8 10 Uos Mon 12 1 Mex Metals 30 55 Calaveras 1 1M Midway 30 Chief Con 2 3 Monarch 15 Crown Hes 111 20 Nat Z 2 3 Crys new 42 45 I Nixon 7 8 Denbigh 14 17 Italnler 11 15 Ragle B B 2jV 2 4 Met 11 12 Eureka 43 Silver Iti f 7 Fortune 1 It V Ext 23 i 24 iadeden 4o 45 Yukon 1 5 Hotna 0 I RO Bales Open Hlyh Bow 1 a s t 10 Am Win G 111 111 111 10 Arn J M pf lilt Oil Oil 00 Am Vltr Broil 13 13 15 15 1025 Ark Nat Has S i 8 i si s i 75 Barnsdall U A 30 3 1 50 0 Carl o Hyd pf 5V4 3 107 1475 Guffey tiles 20B 20 2tl i 20 20 Harbls W V pi 1iKi Independ Beg 1 1 4 I 50 Independ E pf 5U 0 5 s Kay County CJ 1U I i j 70 Bone Star lias 20 20 20 20 Manfs B H 52 62 1 51 litno Marland Ret A 2T 2 j 2 1 lio Mldvale Steel 3t 31 3IB 3H 100 Nat Fireproof 5 5 BS 310 Nat Fire pf 11 11 11 11 290 Ohio Fuel Pup 17 17 M114 47 75 Oklahoma 2 28 28W 10 Pgh Coal pf ho 80 so so 1600 Pgh Jerome 3 3 3 5 11si 111 A Has 11 II 11 11 1 Sinclair Cons 24 i 25 24 25 100 r S Steel 90 90 79 i 7l v 540 West A Brake 115 95 94 94 1320 Westlne Kl 42 42 i 4t s lib BONDS,0.8484848484848485,330
91,t In cases where widows and orphans of laboring men may have accepted awards far below sums to which they were entitled under the State laws d Either or Wednesday four group that hav been linked up in the n Building Trades Employers Association are expected to withdraw from that or f ganizatinn and to announce 0 as emphatically opposed to the activities d of certain of the persons who have been d under fire by the committee c This Is expected to start in the em fioyers association the same kind of disintegration that is under way In the e Trades Council 1 Mompers president of tho s E of Eabor was in s he city yesterday but refused to make a any comment on tho results of the Eocke wood committee Investir ition or the testimony relating to and his if ouricll ELECTION DAY this iL JmL il Ji il Values for Monday in id Tweed Co pes for Worn lels suitable for general utility ed Unusually Low at Fancy Heather Mixtures deve many new style features tha,0.9,180
87,MATCH TS SPECTACULAR Victory Aids Columbia Club in Creating Triple Tie in Metropolitan Champonship STANDING OF THE Won IjOJit PO Harvard Club S I Yalo Club 8 1 Columbia Club a 1 Crescent Athletic Club 1 A 10 Princeton Club 0 By 8A1HEI Jay Gould faced his severest test of the season nt Hrjuash tennis yesterday and came through triumphant In a match at the Columbia Club that for speed and brilliant getting has not been surpassed this winter the court tennis champion defeated Fillmore Van Hyde of the Harvard Club whom many had picked as the most likely winner of the amateur title to bo decided in j February It was the first setback for the Harvard man since early In 1917 I when he won the national umateur I i hamplonshlp As Hyde was the only player who figured to stand in Jay,0.9379310344827586,145
43,roorback nii l would l e regarded a such by nil Americans wore they not loath to believe nny politician cotibl SO lOW US to ll 0 StntP p pnrtmcnt to rnrry out so nut masons n purpose Senator Hmntxo repudiation of 1 any assoolnllon with was prompt and unofpilvnrnl prompt and equally equivocal wns the declaration mnde to the Timm by Writs who dls j soHntcl himself from this report In these unmistakable sentences printed vesferdnv In a cnllle message to our neighbor from 1 have never been to Ht a and r TottMA a story Is thereby unauthentlcatcd I never said anything of the sort to snybody Yovso In of the United i,0.808695652173913,115
1600,COLLEGE BILLIARD LEAGUE PROPOSED National Association to Push Plans for Championship Percy Collins the national Class A champion has undertaken the task ot ficting as ambassador In the plan of establishing an Intercollegiate championship competition to be held under the direction of the National Association of Billiard Players Collins is inakng a beginning with llio University of Michigan at Ann Arbor Mich There the student body has established room having tables with A1 Taylor the professional as instructor and coach The amateur champion Is to play several special exhibition matches there with Taylor and the most proficient of the students Several years ago Princeton endeavored to establish a billiard championI I Standard dues I ies may fluctuate it gold is constant L es Reo is recognized ird of Values two years prices of have fluctuated,0.9185185185185184,135
867,nine of the second century It was for ninny years the only chnrcfc In Jerusalem being known In religious history n the Church of Sion or the Church of the Apostles It fell Into the hands of the Moslems In the century ami transformed into a in spie it has since heen closed to I This house according to tradition belonged to Mart the mother of Mark the Kvongellflt and referon e Is made hy ancient writers to Its existence In i It the one holy site open to lie first Christian pilgrims to JeniKHlem for the hill ol the crucifixion was Innccesslhle to the pilgrims while the place burial was concealed hy piles of rth and tone the mound thus created being crowned with n statue ot Venus It was not until the fourth century that Oonsjaxtinic the Great uncovered the cave where the bodj of Jirst s had heen Inld hy Josrpii ol Arlmathea marked the site of th A i,0.8588957055214724,163
586,to breed violence of actions nnd dangerous disturbances in the public mind If such misleading inferences should be made for personal profit or gratification they can not be too severely denounced as outrages against the public Interest The delicacy of the credll structure of the country can not safel stand such violent handling nnd Intemperate and unfounded attacks mus1 j seriously threaten its security RHEUMATIC PAINS RAISING A RUMPUS Have Sloan IJniment ready foi sudden rheumatic twinges DO let that rheumatic pain 01 ache find you without Sloa Liniment again Keep it hand I in the medicine cabinet for immediate I action when needed If you are out I of it now get another bottle May sc you wo suffer any longer than necessary when a pain or ache attacks you Apply it without rubbinq for it peneI rates giving prompt relief from sciatica lumbago neuralgia backache lameness soreness sprains strains bruises Be prepared It eaev to use All druggists 35c 70c Th largest size contains six times as much,0.923529411764706,170
114,went to Kay for his b9 in tne morning and to Vardon for his 71 In the afternoon Fotherlngham might easily have won the second of these with any luck in putting but he kept on rimming the cup all day finishing up with a display which resulted In throe putts on the fifteenth green of the second round and four more on the seventeenth At the latter hole the Richmond County instructor was putting for a 3 Ho finished by taking 6 Ray as usual treated the gallery to some spectacular golf while his putting was a great Improvement on the display which he had given the day before on the greens of the Nassau Country Club Ted feature holes were the fifth and sixth of the morning round At the first of these two he pushed his tee shot or forty yards off the line Into the rough but tore the ball out with his mashle and was there with,0.9691358024691358,162
1608,in the left hand side The invisible ine of demarcation between left and ight Is between boxes Nos 32 end 34 If this rule of procedure were based on some ancient system It loglcnlly uld be Inferred that the dividing line hould be between boxes 34 and 35 hlch marlcs the exact centre of the artorre At the premiere I ir Instance James Haggln sat the right of her guests In box 3 iid Luther KounUo at the left Of nors In box 32 The was similarly carried out by Pierpont Morgan In box 35 and Harry Payne Whitney In box 30 Custom iom I ir Hack When a man who has been a cat patron of grand opera in New York ior fifty years was asked If ho had made mental note of this parterre bylaw he replied Not until you spoke of it Yet It has been a custom as long as I can remember It was so In the operatic days of I ho Academy of Music Let me see ho Its nuniliitlnn In,0.8983050847457628,177
1139,ARRIVED fltr Belvedere Ital Trieste Oct 21 Pali lermo 25th n Almerla 30th to Phelps ri Brothers U C with 11 first 143 second 11 and steeratte passengers and 11 indue Went to pier 7 Bush Docks Htr America Ital Genoa and Naples to IUie Line with passengers and mdse 8tr Fr Marselllee Oct 2ft and Naples 211th to J W LI well Co with pas senders and mdse Anchored Di Quarantine 1 at I 8tr Vltellla Br Glasgow Oct 26 to the Anchor Line with mdse Went to pier 64 North River 8tr Galahad Glasgow Oct to the Amerl an Line In ballast Went to pier 61 J orth River 8tr Vlncennes Bridge Christlanla pept 13 I Gothenburg Oct 7 Bergen 13th Boston Nov 1 and Baltimore Itli to the Seegcr Steamship Co with Went to New York Do k Co pier 36 Brooklyn 8tr F J Lucketibach Rotterdam Oct 30 to the Luckenbaeh Hteainslilp Co with mdse Went to foot of 33J street Brooklyn 8 r Watonwan Rotterdam Oct to the a h Steamship Co in ballast fltr Ridley Br Antwerp Oct to mas ter In 8tr Lisbon Oct to the Ptafee Marlm and Commercial Corporation In ballast Anchored off Bay Ridge 8tr rigrlm a Hp Valencia Oct 24 to Garcia Dlas with mdse Went to pier 33 Kn t RKer I UasaltUon Bridge Constantinople Sept 4 Smyrna 13th Illzerta 2Sth Horta Oct 20 Per 111 ud a Nov 5 and Norfolk 10th to the Bxpori Steamship Corporation with mdse i Went to fool of street Oreenpolat I Htr Philadelphia Laguayra Curacao I Nov 3 and Han Juan 3th to Bliss Dallett tt with pas engers malls and mdse Htr Ponce Nov 1 Ponco 3d and Ha Juan ftth to the New York and Porto RI u Steamship Co with 94 passengers hitllt ami md e Went to N w York Do k pier 85 Brooklyn Htr Ponce Oct 26 Mayacner 30th Arroyo Nov 1 Humacao 4th and Han Joan 3th to he Line with md Went to Howell Sugar Heflnery Long Island City fltr Dorothy Puncher Oct 25 Maoorla 28th flan Domingo and Porto Plain Nov 4 15 4 H Bull A Co with mdse Went to New y Vork Co pier 27 Brooklyn fltr Nl hols Cuneo Nor Tanamo Htr Turrlalba Cristobal Oct 26 Cartagena 81 t Porto Colombia Nov 1 Santa Mara 3d Kingston 5th and Psntlaro 6th to the lTiitted Fruit Co with 77 paseengers malls ard Went to pier 1ft Mast River Htr Ovrsrook Port Lohos Nov 2 to,0.8169014084507042,426
244,Mr San Antonio runta Arenas muiur un I Oregon Kehalem K lied 1 motor Laim Cooa Bay HAN Cal Oct 23 Arrived etr Joan of Arc Aberdeen Hailed 23d atr Vegan Honolulu HACO Me Oct 20 Arrived barge 7 7 Perth Amhoy EARNINGS STATEMENTS l j o RUTLAND RAILROAD September I Operating revenue i Operating Income C From January I I r Operating revenue 1 Operating deficit I e c GEORGIA RAILROAD g September tinf revenue 4T I0p Operating lncotn 101 Ftom January 1 Operating revenue 1 Operating deficit OS I O I CENTRAL OP 3BOROLA Sept emberoperating revenue Operating deficit Dec From January 1 Operating revenue Operating deficit Dec I RITPPALO ROCHKHTER AND PITTBBURa Soptember 1920 operating revenue Operating Income Net Income For nine month Operating revenue 14 10 Net Income Deficit SOUTHERN September i Operating 1 Operating Income I From January 1 I Operating revenue Operating Income LEHIOH VALLEY j September operating revenue Inc Operating Income January 1 Operating revenue j Operating deficit CENTRAL RAILROAD OF NEW jersey September Operating revenue 4 Operating Income Prom January 1 Operating revenue Operating deficit Der new york CHICAGO AND TA September Oper revenue Inc Oper Income D 1 From January 1 Oper revenue Inc Oper Income Inc Canadian pacific railway September 1 1 Oroee eamtnge 69 2 7 1 Net earning Dec Prom January 1 Groaa earnlnge Net earning 19 Dec ELGIN Oper revenue fl Cl inc 8 oper Income Inc 114 gin 1 Prom January 1,0.8617886178861789,246
643,tliis conservation Interests ivas assured sent xwir to our Government through the American Ambassador vt Berlin that the Qerman people not inly did not object tqnAmerlcans going o Turkey to build railroads hut would welcome them there for that purpose ASK SOLDIERS TO GIVE SONUS TO AID WOUNDED County Legion Hopes Thus to Establish a Fund The New York county organization of he American Legion has Indorsed a lan to ask all former soldier receiving he State bonus who can afford to do so the money or any part of t to a fund to be i wounded nen The decision to reuse such a fund vas made us a result of the report of a ipeclal corrmiittee appointed by the ounty orgamzation to investigate conlit form mnn r thn wniinfltu till,0.8636363636363636,132
522,pa 133 rteefl rrom w ter Wair i ner and wife dated November 12 recorded In aid Register nffire r 11 12 of Conveyance page a 2 I from Warren 8 Crane dated November I VI and recorded In ald 1 Office In Liber 2273 of Conveyance and deed from Jam iotendorf and other dated August 12 J883 i recorded In eald RegUter Office p r 1012 of Conveyance pa 3 7 and which i premise were conveyed by the New York and Harlem Railroad Company to rw Rdot Junior by deed Marina date Hrp tember 0 IW and recorded In th Office Of th Register of the County of N York on September II 1899 Itv Block Peril Pet Ion Liber i LSd end Indexed under lllock Number km and R Liber tw paw ami Indexed under lllock Number Ul 7 and r i by Oren Root to the Metropolitan Street Hallway Company by indenture dated fleptember 22 HPS LOT FRONT PTRRET PROPERTY All thwo three certain Iota niece parcel m land with tl building Improvement erected thereon ltuat lying and being In th City of New and known a Number U and 17 Front Street Which taken altogether are bounded and described a follow beginning at the northeasterly corner thereof at a point In tjje southerly line or aide of Front Street oppoelte the middle of a party wall nd dl tant 88 fret more or le wggt erly from the southwesterly corner tf Front and Itrond street and running there south wardly parallel or nearly o with and along th middle of a par wall on hundred five 103 f t more or teaa to a point opposite a fon t thence woer,0.8426573426573427,286
