,Text,Ratio,Length
326,f Michael Hallanan This proper y faces r Sheridan square opposite me subway 1 I station and Greenwich Village Theatre v Hallanan owns the adjoining and I abutting properties Henry Brady leased in 385 and 367 j Seventh avenue the northerly third loft to Llchtenstein fur manufacturers the northerly second loft to the Esskay Dress Company and the J southerly second loft to Carl Cotler and Harry Stantloff dress manufacturers William A White Sons leased In 21 and 23 Maiden lane offices to Oliver Manes In 46 Cedar street the mezzanine floor to Morris and with Lyon the brokers leased olflces in 16 Exchange place to Mason Lewis May Company leaded at 18 O West street the sixth tf floor to Kaplow Rerman Cushman Wakefield leased,0.9126984126984128,126
259,Imperial Household Practically Pays Taxes to Cities Tokio Dec Tho Imperial Household Department has decided to make grants to different localities throughout Japan approximating the amount of faxes which would have to bo paid for tracts of land owned by the Imperial Household If they were owned hy private subjects The grants which were I handed to different communities Novnrj her G amounted to of which share was The financial difficulties of cities towns and villages of late have been I brought to the attention of the department which has been studying the tiueetlon for some time The Investigation recently was completed and the Idea of making the grants was executed at the bcglrnlng of tho present fiscal year It will be carried out annually The practical effect will be to pay a land tax on the property owned by tho Imperial household,0.958041958041958,143
354,I1HQ I Ullll BUVtotu j tempt to establish himself Emperor t would have been his legal successor j The youngest of the boys Is 12 the old i est 18 Their home Is et lr f Honan Province AFRICANS GKT RICH QUICKLY r A report from the African Gold Coasi says that unclothed Ignorant native speculated heavily In cocoa during the a war and made as much as 250 per ton Two hundred of them are now drlvtnp automobiles and as many more arf awaiting delivery of cars Also expen8 sive European stylo homes havo beer built UNDERGROUND CARLE NEEDED n i A number of Important extensions o 1 rx nlnnhnnft fiftrvici,0.8482142857142857,112
1773,cattle to deal with and whnt would serve as conclusive testimony with other bodies of men frequently fall with It Therefore when I go back I shall advocate sending here representatives of labor to ace for themselves what benefits have accrued to labor from prohibition When the facts are seen by labor for Itself then I feel that the verdict of labor will be three to one against alcohol What has been done for your laboring class ought to stagger Europe and will do so as soon as the enormous propaganda we anticipate has Its chance At the world conference to be held In Edinburgh next year and at the sixteenth International congress to be held at Lausanne Americans will give the wonderful results of prohibition here their full publicity Salceby who was graduated In me 11,0.948905109489051,137
1173,DECEMBER 12 1920 EDGE LAW COMPANY LAUNCH EL IN CHIC A Net Committee to Perfect Or CU ization Named 8 n lonl t 8 8 8 Eulat 341 Chicago Dec With the obJ t u 11 j financing long term foreign loai f 5 r o build up the export trade of the L nd 6 H H H States the Foreign Trade Financing Caps t 7 6 poratlon was launched here a committee of thirty was named t OltEIGN BONDS i fect the organization Immediately rk 0s f TV4 97 4 1 7 4 Mcllugh o the Mech r Sa 89S ft snd Metals National Bank of New 8s 77V 77 77 wa8 na ne i to head the committee,0.8347107438016529,121
415,I iwrll to GnlAgt HOLLAND AMERICA line NEW YORK to ROTTERDAM VinFly mouth and NEW flimlMM 19 No SI UYN1IAM S7 Uoc t 1 ROTTERDAM Doc II NOOK 1 AM 17 j j General Of fir SI Mute M 1 r PANAMA CANAL GRACE LINE r 8 Kilo a 8 Santo Tereea S Santa Ann S 8 Santa A falling at Callno Inulque and Valparaiso Fortnightly It lngs It CRACK A Agent i I Hanover New York v Agent J SCANDINAVIAN t I Ikoftvay Sweden Germany 1 nlteil Mate 91 Oarar II Nov I j No Freilrrtk III Der for lUtn 1 Itroadway ill i Osesvics I COVERS THE WJiiLJ I,0.8198198198198199,111
1449,Into the light of day and numbered with lingering relish with cruel cunning and precision A young friend of Mr Meredith as I have the story came to him in an agony is too had of you he cried is me my dear fellow said the author is all of us Now the Potter family happen to be i PERMANENTLY VALUABLE RECORDS OF THE WAR The Australian Victories in France in 1918 Hv General Sir JOHN MONASH Candid unconventional Canadians in France By Capt HARWOOD STEELE Late Headquarters Staff First complete Canadian record Sir Douglas Haig Despatches The final authority as to the British Army on the Western front 2 parts the set Sniping in France HESKETH PRICIIARDS Account of the training and work of Scouts j Strategic Camouflage By SOLOMON SOLOMON A Fully illustrated in Tanks in the Great War By J F G FULLJJ1L O Chief General Staff Officer of the Tank Corps 1916 to 1918 Q By S O A picture of life at the focus of the war England in France Sketches by SIDNEY R JONES text bv CHARLES VINCE The Great War and the Bv BRER ETON,0.953125,192
162,ColumbiaOraUo H Au 1925 90 93 Cud Pack Co 7 July 96 4 97 FederalMugROo A 1024 92 94 1 TheBFGood conv7 April 1925 86 8 i JuifOIKorp 6 July 1921 97 4 98V OulID 8 July 1932 OA 96 V JulfOl Corp 6 July 1923 94 4 96 V Hock Valley RR Mar 1924 91 X 93 dept 1921 67 4 6SV KanCTarRyUo Nov 15 91 X 93V K en necott op 7 1930 90 91 Lacf LCol 1929 88 90 1931 97 4 98 Philadelphia 0 6 1922 91 4 92 Penney lvantaCo 4 4 June 16 99 4 99 I ProcAOamOo Mar 1921 99 4 100 ProcAOamCo 7 Mar 1922 99 4 99 ProcAOamCo Mar 1921 oo 4 1001 PubJMJofNJ Mar 1922 87 88 V All 1922 96I4 96 Hear 7 16 961 96 Meant Roebuck 7 c i 94 94 7 16 23 t 94 V May 16 28 891 MotvayACo H 1927 MUX 991 MoulhnrnRwy 6 Mar 19 23 92 X 8 Mouth April 1936 92 031 Mti Doc lA 9a 96V MwlftAOo 6 Au 1 A 1 7X 98 MwiriACo 1A 3A 92 93 V TheTo ae o Mar 96 4 97 i UlaUMnrOM Hept 16 7m 81 April 1926 98 4 9 J MOI Rl Old Aak Bid Ante j Am Cyan 28 3 Gi aaaelll 12 A do pf 551 do pf 98 9 By 8A 90 Ky Holvay J Caaeln Co 35 Merck pf 80 hem 2 9 Merrlrnac 8 f u P Ch pf 8 9 Mulforil Co 4 A Fed Ch 90 95 Kernel 8 141 do pf 901 oolv Proc eurance Ahrnham Jreenber la attorney foi,0.8201438848920863,278
430,Selling Order in Heavy Volume Force Valuv to Yew Lows for Movement A sharp last hour decline In prices featured yesterday curb trading After earlv irregular movements during which some shares showed small a large vtdumo of selling orders reaYthed the market und forced prices to new lows for this movement The oils were the centre of the bear attack and losses In that group were a point to more than 3 points among more active shares Oereral Asphalt Curib Syndicate Maracaibo International Petroleum and Merritt OH were the weakest Issues in their group falling more than a point There was little activity In the Standard OH and Midwest Refining Although bids for them were lowered slightly losses were comparatively small Simms Petroleum fell to a new low,0.9375,128
1027,his country home ne J t of cerebral hemorrlmsre He was 72 years old The class manufacturing company of To turn was the is one if the oldest business organisations In the country For a century the Whltalls at d Tatums Quaker families have beet with It M residence here was at 162 West street SUTKIt MARY JUste Mary Alexandrine K6 years old died yesterday in the Roman C thlle fllrls Orphan Asylum Sedswick avenue The Itron aft r yearn In the service of the Church Funeral services will be at the Intltutlon al this mornlne Mister Mary Alexandrine had heen at the Bronx asylum for the last nine venrs LUS r AND F U U N lT nnfAitn For lbs retctai of or to recovery of s Packard coupe N i tran mi t 73 9 steering esr 1 T30a ri r o t77430 X e l II body and t painted blue nocyear rnrd shoes on wheel rear l raelt ts ear s as stolen between 7 and 8 from In front of WO West Pnd av Y nty A n CO n William St city Huston and pit la f t er please eopy,0.8527918781725888,197
489,and Hoving are products of Hamiltoi DARTMOUTH ELEVEN L HOME FROM COAST Return Trip Marked by Ova tions From Alumni Snf al to Tiir Nrw VuSK Hanovkr N Doc Dnrtmouth football nriiind of men fresh from their victorious Journey to Seattle 1 where the Green downed the University 1 of Washington Saturday reached Hanover early this morning after a return trip replete with ovatlons and brat ions oj the p irt of alumni 1 tlons en route All of the men emerged i from the interseetlocal battle without J serious injuries The trip was nounced a distinct success Plans are already being formulated 1 for the 1021 offensive on the gridiron fapt Jlnt Robertson has been reelected to lend the Green warriors Marring I cldents he should he at his best next I year In the hist two years he has been kept out of Important games by a broken leg and n broken collarbone Dartmouth will lot several of her 1 best men by graduation thin year and the conch Spears will find it a difficult task to fill their places Foremost among these men are Bower Shelburne Holbrook and Urundman from the buckfield Quarterback and fullback jtoshtions are the hardest struck Murke and Robertson will be the only veterans j available for service t The City College basketball season will i open this evening when the vnrslty rive meets j n team picked from the nltimnl of the college As a preliminary tile yearling five will play the sophomores In a game that Is to decide the athletic superiority between the two j classes Kaeh class o far has scored six I points The varsity lineup will lie Capt Kcl j gin left guard Raskin right guard Murray centre Krln left forward and right forward If TBI MM MBCMUM Fred Faller of the Dorchester Club of 1 ton and Joe of tin New York j i C tin respective favorites for the national ten mile run nnd seven tulle wnlk champion ships to be derided at Holm Park Vonkers afternoon have lek Tlithlen secretary of the Amateur Athletic Union to allow them to continue on e and try for the American records for one hour in their respective events t ROD AND V HIGH WATER FOR Kit Sandy Hook Prlnres The Horseshoe Ray Dale I December 4 2 A4 2 41 2 December A 1 December 4 2 111 1 A 04 Deosmher 7 A lt Awn De ember s 7 li 21 1 20 Rig Taken en Many Routs NeaHy all of the boat that went off to the 1 east to fish last Monday gut good tnesses of cod and there were fellows aboard every hoat When they docked The hlg rod struck In a few days ago and from now on they win he taken on every The condition has worked out Just about as I lite fishing pilots predicted They said that the j Hg fish would follow along after the schools I of smaller ones had been Iter for a few weeks and this Is what has happened We do tot get good codflshlng as a rule If the Ida fellows strike In first The season has really been an egrellent one thus far and It promise s ell from now on to the end of December Klsh of forty pounds and more have been taken and there were any amount of fish nbove twrntv pounds on the boats Sunday There are still plenty of hergalla at the Cholera Ranks and they Interfere with good el fishing hut the rod does not allow the hergalla to get all of tit elatn halt that goes to the bottom The best rod fishing so far as been on the Inshore grounds at and uround buoy No 2 and buoy No 4 and at tie stone pile and the i oal wreck It Is not unllkelv that The Inshore fishing will remain,0.9115853658536586,656
1083,uiiif mirwn innnmernnie fin holdups knowledge of which had boon withheld frorn tVi by the a thorfttes These Incl dcd thro big nbv lo I the financial district one Involving the tl o 20 000 I t o lit a 1 and others the theft of thousand of dollars worth of Jewelry In one safe Job In ft coklyn the burglars got r0 Iri tflb Senator Cflhlcr has announced that as soon as onrress convenes he and Senator Edge of New wonf 1 Introduce Iroklng to Federal control of the coal lnd stry This lie s i Id e as nerossory because the coal men In spite of warnings had done nothing toward cleaning house solving their problems and getting eoal to the consumer at more reasonable nrires The nrnposed will cover all Held the mining and distribution and will Include auic rvtrslnn and regulation of prices r To n D Rockefeller ms It a n M v ng Thankaglving 53 37 Gtf to Latum Rpelm in ftockefetl f Memorial to he useil ibl rpo a and por Improving the condition women n T I el two years To hv Mr It i in endowment to a v on tin charitable of his Wife who died,0.8155339805825242,206
219,noi uwainf i nanus inrfl owner fasslll Farms Class 14 The Belle Tlearh cup for ladle ruddle horse First Myopia br owner Miss Ivy Maddlson second Bohemian owner Miss Janice Liggett i third Dark Flower blk m owner Mlse Isabella Wanamaker fourth Allah eh g owner Miss Clara 8 Peck Class 14R Ponies undor saddle First Little Fire Lady owner Broadlawu Stable second Chestnut Blossom ch m owner third Little m owner Burton Jackson fourth lianglu owner John McE Ik wman Class 72 Blntrle harness horses First Cel Stroller ch owner Itobert Moreland second Speculation blk tc owner Lone Combs third Itob Hoy ch owner ft It Brown fourth Harry b ow tier Charles Nnone Class Horses over 1 nands up to carrying IflO pounds First Joan formerly J an Sawyer oh owner Herbert Camp second Bohemian Actress m owner Miss Janice Liggett third Myopia br owner Miss Ivy Maddlson four l I at ft Flower blk owner Mtss Isabella Wanamaker Clase 113 The Montpeller challenge cup foi hackneys 14 2 hands and under shown In harness First Mlifhty Mite ch tr owner Ca llls Farms second Fulange b owner Miss Janice Liggett Clsss IMA The Hoe tnan Challenge Cup ofnccre chargers First Allshmands ch owner Nlnteenth Field Artillery Fort Myer Virginia second Tom Velle ch owner Major Lewie Brown Class lib Four In Hand Challenge Cup Wow bv William Moore CHese 1 13 Qualified Hunter P to carrrinds First Fir br g owner Isaac Clothier second Down Cast ch owner Charles Lanier third Challenger br g owner Isaac Clothier fourth Miss Bnllloquoy ch owner Isaac Clothier Class 2 M Irafton Broad Jump First Die Crng eh owner Klnetsenth Field,0.8142857142857143,280
811,Rtevens Joseph Baldwin 3d Henry Morgan and Frank Gould Most of the guests of the two dances had been invited to each and they kept the private nutomoblle and taxlcab services busy taking them from one party to the other Holiday Dance for Juniors The girls who will not become debutantes for a year or more and young men home from college for the holidays also had a party iast night with the first of the holiday dances In the Plaza under the patronage of Mines William Taylor Donn Barber Prentice Kellogg Henry Beadleston Henry Howard Brokaw Edward I Smith Ogden Chlsholm Edward Parish Ijewls Qawtry J Rich Steers Norton Qoddard Lindsley Tappln and John Iselin Yesterday there were four luncheons for debutantes In the Colony Club Edwin Campbell and Huntington Merchant had a luncheon for the letter daughter Miss Betty Wolcott Merchant The guests included Misses Mary Cameron Emily Rloane H Oil IT,0.9025974025974026,154
1547,well Brooks was buying and which she is now occupying subject of Course to tho existing lease The new owners want their house to live in and and Houston arc wondering why they did not lease it until March 4 1921 instead of until January Houston says mournfully It was a bit clever of me However she is going to do asi much of her official receiving as she can while she still has lier house to receive in although she hoping that when she has to move she may find house ready to hand which she can occupy until March 4 Otherwise the Secretary pf the Treasury and his family will have to put up with quarters in a hotel for tho last two months of their stay in Washington Houston dinner lor Sir Auckland and Lady Gefldes on Wednesday sooana to have been small and elect Thore were just a dozen at table including everybody Anji as there w rc rather big dinner parties,0.9518072289156626,166
845,of this month were greatter than In December of last year This shows that more stamps are being purchase even though the volume of mall is no larger With the addition of new employees to help handle the Christmas mail and the creation of fourteen temporary parcel post stations in various school buildings the post office is prepared to handle any last minute rush There will be on hand forty Government owned trucks to assist the vehicular d livery division and a large number of private trucks can be called upon at an hour notice according to Superintendent Norrls GUTHRIE DAUGHTER WINS DIVORCE APPEAL Eugene Willard to Get Interlocutory Decree The Appellate Division In Brooklyn yesterday decided that Ella Guthrie Wiilard daughter of William Guthrie lawyer was entitled to an Interlocutory decree of divorce from Eugene Sands Willard a realty broker The Appellate Division reversed the decision of Supreme Court Justice Benedict denying a motion to confirm the rennrt of n r fpn o who i,0.9698795180722892,166
548,President message his farewell one will it is said ask for an immediate revision of the tax schedules There is Interest also in a report from Washington that Wilson wants to go before Congress In person to deliver his message It is said that hi8 health has so improved that there is no question of his ability to do so However he is not expected to make known his decision until the last minute Senator Lodge the Republican leader is of the opinion that revenue legislation can not be gone through with at this sitting He thinks appropriations will occupy all of the time and that taxation will have to await until the March session Senator Smoot an authority on finance has returned to the capital with a plan for a levy of one per cent on retail sales This he thinks would substitute for the excess profits tax and would put a halt to pyramid profiteering by eliminating the taxes on an article from the time it is raw material until it is a finished product A bill shopping immigration for a fixed period possibly two years is to be led up in tho House of Representatives Millions of Europeans are hammering at the gates and every passenger steamship reaching American ports lias a crowded steerage The impression is given that Europe has been gathering up its undesirables and ticketing them for America This Is borne out to some extent by figures gathered at Ellis Island where approximately of the many thousands that have been re,0.9883268482490272,257
516,3463 JU04U 4t s 11 61127 14S50 949 7661 16749 1560 1 otftls 100709 218900 66881 85 lltctlon District In Manhattan lardlnss a plurality i BROOKLYK 1 Cox Harding D t D DcnO R Mining 4972 486 8 4468 11004 4064 4 f 2999 9062 4074 41 t 6218 9909 2096 1 6020 1508 7810 2 2927 9987 4422 0 6609 9916 Oil 0 t 9757 19010 1691 t 6238 16000 1092 1 t 4787 9405 829 18 1 6708 14736 716 9 7088 14318 748 6 t 2530 7228 1989 0 2722 5789 3497 0 MI9 9191 497 0 I 4486 12156 2523 8 r 8514 13491 1152 8 I 4928 13920 3661 5 t 1747 8382 2468 0 6182 22048 1815 0 6966 21187 1140 21 O 4692 18773 4193 1 1500 0270 4688 2 V otal 100684 257046 43681 8 4 HUiri V4nvtlh t OfT,0.9121621621621622,148
2062,York Phono Union 4905 BUSINESS PLACES WANTED 1 STOITC or basement wnnted for tea room about sq 42d district State 1 exact location rent 4c Address X C 347 i Herald Herald sq f STUDIO wanted on room skylight 1 borhood Madison av and 59th at highest references given state rental L 21 Herald i r Herald sq WANTED WAREHOUSE to rquare feet f fr steel and Iron Western freight Immediate possession t Convenient to terminals for Mew York city and CLARENCE DA VIES I2d Vnnd 91 A WANTED for light manufacturing s l ft In one loft If possible must have 1 good light and accessible to transit facilities j prefer section 34th to 42d between 3d and 8th avs brokers protected ACME box 305 Herald Herald sq j WA 44 71 at once building for show rooms aim offices to sq long f base elevator heat light 23d to 42d sr Lexington to HENRY I offices 15 Nassau 1 kman 827s i I HOUSES TO LET FUENISHED j j BEAUTIFUL homo and business 3 story 1 Manhattan av facing Mornlngslrte Park scdl handsome furniture straight lease r rlftced electricity 2 baths BLAKELY 314 Columbus av j j FOR RENT furnished For throe months front November small studio house with unusual and rare antiques ready j fo r housekeeping vicinity Washington sq j references required For appointment write V box 38 1 Searsdale or i phone 37 ffcarsdale j FOR rent furnished Beautifully furnished house Hi rooms throe baths steam heat electricity fireplaces Apply to DOUGLAS 1 ELLIMAN CO or Btuyvesant 5981 51ST East Exquisitely furnished I house Fr neh atmosphere throughout every luxury comfort 4 master 1 rooms seen to he appreciated Plnxa 24 Westchester 1 I FINE house of ten rooms on Chester Hill J Mount Vernon to rent furnished j enoes required T 20 IF raid Herald sq t Long Island FLUSHING furnished 9 room house in Mushing 18 minutes from I Pennsylvania Station 5 bedroom telephone garage next door Immediate occupancy I months or 1 year lease references required Open for inspection Sunday 1 to 6 210 Amity Flushing 1 FOP RENT in Port Washington Colonial house furnished 8 rooms 3 baths v steam heat f fireplaces double garage gas and coal range 1150 mohtlily till April or May Tel GREMER Port Washington 302W PRIVATE house 0 to 8 months furniture,0.9166666666666666,396
2477,Knockout Bill Brenncn has bee champion of the world in a 15 Garden December 14 Brennan hai III Matched Cause Pi Growing Class of Men AVlio Refuse to Meet Worthy Opponents II y CH ARLES MATH One sided matches are one of the chief evils of boxing at the present time and the only effective remedy lies in the cancellation by boxing authorities of all matches in which the previous records of the men lndlcato clearly that one of them has not a chance to win There are of course matches in which the records do not clearly show the relative abilities of the boxers and one of the men is overwhelmingly defeated Such a match was that between Jeff Duffy tho Chicago middleweight and Terry Mitchell in which tho latter was knocked out in 4 5 seconds and never had a chance Nearly all Duffy bouts had been staged in the West and not enough was known here as to his ability to Justify an opinion as to his merits The match was one in which everybody knew that Kelly had not tho slightest chance of defeating the lightweight champion and the only question at Issue was how long Kelly would remain on his feet Tho fact that he,0.9761904761904762,210
448,Ia n and rfamall Out 8 4 B 8 S 8 4 4 hi lay and Vardon h In 8 4 8 4 4 8 4 A lagan and Farrell i In 4 4 4 4 8 B 4 T MORNING INDIVIDUAL CARDS p lay o Out B85B8B4B a In 4 Out 8 4 d 4 B B In 8 3 4 6 4 8 4 4 V out 8 4 8 1 8 B 4 4 8 40 In 4 4 a 4 4 8 8 4 fairan JJ1 Out 4 8 8 8 8 8 4 In 4 4 8 4 8 4 8 8 AFTERNOON BEST BALL lay and vardon Out B 8 4 4 8 8 8 4 lagan and Farrall A Out 8 8 4 4 8 4 T 4 tay and Vardon w In 8 8 8 4 4 8 8 4 lagan and Farrall In 8 4 8 4 8 4 4 4 Tl AFTERNOON INDIVIDUAL CARDS K Out 8 8 4 8 8 4 4 4 In 3 6 3 4 4 4 8 4 8 farrall Out 8 8 B 4 4 5 T 4 8 8S 1 In 8 4 3 4 C 4 4 4 78 R In can Ri Out 1 4 8 8 4 T 4 In 44806448 B 40 71 RIDOK iwnriHAW K Tha golf awaapataka on tha Glan Rld a iountry Club llnka waa won yaatarday by lanrga Oaborna with a nat aoora of HI acoraa Oi Oaborna V 4 24 JOi Thomnaon 7 88 71 0 R 1 72 M Maion H If Martin 79 Ed Mala T 78,0.8763636363636363,275
3187,TKNOORAPHEK mn ImrkM In luw J office must be comptlent und reliable i teply by letter stating experience referntos nml salary expected N 717 Herald j roadway STENOGRAPHER rT and office assistant steady poallion BOX mart JAMES BLDG TEWARD wanted at a country club just outside of New York must be thoroughly unable to take entire charge please state 1 xperlente und salary wanted N 707 Herald ui Broadway SUPER I NTENT EXT xperienced capable man for mercantile stabltsliment employing over 100 people newer by letter stating experience refernoes age and salary expected lerald Herald wq TECHNICAL MEN i MVAC ANCIES WHICH WILL LEAD TO POSITIONS OK RES PONS1BIL1T V IN DEPARTMENT ORGANIZED To St TEST AND MAINTAIN METERS AND INSTRUMENTS KOK THE MEASUREMENT OK ELECTRICAL FI ENERGY IN ONE OK THE PUBLIC UTILITIES COMPANIES LOCATED IN NEW YORK CITY APPLICANTS SHOULD HAVE flINHERING AND EXECUTIVE I ABILITY AND AT LEAST THREE YEARS TRAINING IN A Ml NIZRD TECHNICAL SCHOOL OR INSTITUTION SALARY TO START nt PER YEAR APPLY GIVING I FULL INFORMATION j SL MANAGER BOX 37 STATION D NEW YORK CITY trolnmir ami nil nlhar,0.8288770053475936,187
76,cnaa Irving William Akron 63 ITf I GUI R 1 city 6R lis Nigel 71 illi Hyde Joo Jersey City 34 111 Frrltaer Qtto Jaracy Cltv 107 3 V4 Qutnn Frank 23 61 cxvn i I Club 17 AB Baltimore 133 r W oicj 1706 Akron 13a RIM 1373 Heading 161 Mat R54 154H Toronto IRA Rlltl RST 135S1 Buffalo tM R120 71 1324 Jprepy City 133 BlRl 733 1 1 Rochester 131 4W3 6M 1341 Byrecvws 133 61 30 673 1233 TO BUILD MEMORIAL GYMNASIUM AT j Fund of Must Be Raised I Considerable Interest connected I with the announcement by Vincent Rob erts chairman of the National Alumni I Committee of the New Tork University j Fnntl New York that plans are under way for the building of memorial gymnasiums at two of the j university centres University Heights and Washington square At present the gymnasium at University Heights Is a frame structure much the worse for many years hard service and entirely Inadequate to meet the demands mad upon It There Is nc gymnasium at Washington square and for years there has been a great demand from the students for a recreation centre In the downtown schools These gymnasiums are now going to b made possible by the alumni who served In the world war Headed by John T 1 there wae organised las spring in the endowment fund cam,0.8626609442060086,233
691,iets of surplus harness may be only a 1 tarter and that Sam through K Secretary llaker department may be ll moved to further beneficences to these most fortunate contractors Prices Set by Government The United States Harness Company intlclpates no trouble at all in disposing j this equipment Here is the reason Harness and leather men have told the C oinmittee thut these sets cost the Govirntrtorrt about 2 75 each The following able a part of the contract shows what die Government would be content to receive for each wheel set Stow first class not reconditioned tJcw first class reconditioned Kew but serviceable lUS Vew damaged unserviceable These figures are for what are known f le double sets of wheel harness The figures for double sets of lead harness range from down to The meagreness of the return to the United States on these sots of harness a well illuetrated by the minimum fixed p in the contract as the Government 1 If,0.9272727272727272,165
798,If you are manly honest and itn n ni you can secure with us a position whore wilt bring ymi 100 a week and more you will have the coopciation of an experienced manager ami asportation with a I efficient rales organization if you can domon trnt ability thl will had to a posl lon as manager with larger Income See Thompson 307 oth room 802 SALARY and commission tvlH be paid by Wall et Investment house to men who have 1 successful records in selling stock books reel estate Insurance or artv other specially Phone Hanover 10033 for personal Interview 8ALB0 MANAfiKir HIGH CLASS STOCK Pit ATT If V TIVK COMMISSION AND CLOSE j COOPERATION MR THCRSTON THE DORILTON BROADWAY AT 718T I EXCHANGE or ire a Vfk 3jr i I i utire RENAULT 12 18 p French brougham j brand new reduced CROWN 127 If uI STANLEY STEAMER The Car that Presses that Never that No Clutch or Clear Shift mid that I i t Kerosene for Fuel Model with fnnioit Williams sedan body tall gin endo ji i Ioffered for hnniid ni rile for l i Would cost to duplicate It Is In perfect nn antral condition hn a new boiler of the Irnptd rustproof typi e n en tit F r he I I,0.8440366972477065,218
34,is i witness at the trial was unawai that the New York detectives were her Mayer and Brown were question by me said Mr Archer at mid tiny arrested Cohen at the Instaro of a of William Fallon at Eugene MvGee attorneys for Arnstri About ten thiys ago Fallon told Oeori I Storek a bank accountant of the Dopar mont of Justice and myself that Mc eo trolled Cohen that owned him n if trmstelu were convicted or danger Cohen would voluntarily ent the district and exonerate Arnsteln two New York deti I tives not detectives from the Keder Government t tho i istrlct of Column but New York detectives appear at t Union Station and arrest him and i down and eat dinner with him Th had been informed of how he would dressed and the kind of trag he wou carry They would not admit that they had been Instructed by Fall Eugene MoGee to make the am Urln l y Trlrphnnr I Mayer said A man telephoned 1 last night to tnfike the arr when o h ii r rived In Washington I may add that at 11 alien the Arnstcin ras was procoedin Fallon told he Judge he had a witne to offer who would not be hero un aftfr 3 We have been looking for Coh since February and there Is u reward out for him These New Yo detectives made no report tp John 1 tooling of tho District Attorney ofli of New York that thev were to ma,0.8549019607843137,255
455,AUTHORIZED AND OUT Secured by a First and closed of road from Marion Ohio to tl near Hammond of which tracked Also secured upon oil Chicago fin Western Indiana R Illinois State line to Chicago III facilities in that city Outst anding at the low rate of covered by this issue forms ru through main line of the Erie 1 City and Chicago Price on application t New York Penns Railroad C Reorganization Prior Lien Goh AUTHORIZED AND OUT Securer by a First and closed of per mile on about 42 manca to Dayton Ohio Of this mileage about 316 Dayton Ohio is double and indivisible part of the throu road Company between Jersey C Price on application ti I Win Cams Investment 2 Wall Street,0.9365079365079364,126
190,billiard championship tournament 111 the national Recreation of Brooklyn Robert Cresple will oppose Saunders In tonight game BOWIE ENTRIES First Rare Claiming six furlongs Index Horse Index Horse Wt 1190 1237 Foam 10B 1240 Rlack Top 112 1237 Kehoma 104 1223 Tingling 1121 1132 Explosive 110 Charley BoyllO 1237 1243 Tutt 110 1237 CI Frances 103 1243 I Oranlte 1071 1243 King Belle104 1237 Sacajawea 1230 Belle 00 J Second Race Claiming and upward one mile and n sixteenth Index Horse Wt Index Horse Wt 1230 Sent Iment a Favour 103 1230 1239 Toadstool 1243 Amor Boy 104 1240 Old Rose 101 1232 Vint 1041 Vesuvius 97 r egree103l 1243 Aigrette 102 lOCO 1 I In tool,0.8974358974358975,117
394,of Montgomery Hare 109 East Sixtyfourth street on June 2 Brenner who has a store on Seventh avenue near Fortieth street Was taken into custody by Detective Delshler at tho direction of the District Attorney office and charged with suspicion of criminally receiving stolen property Arraigned before Magistrate Robert Ten Eyck in WoHt Hide Court Brenner was held in ball for a hearing Monday Tho police reported that they had not yet recovered the Jewels alleged to have been purchased by Brenner and they parpcsal asking for a court order to searqh uie eafe belonging to tho defendant These developments in clearing up the Hare robbery started from revelations made by Harry Moppen confined in the Tombs 011 another charge of burglary and Frank tVolfson another prisoner reputecl to bo a drug addict who the police say admits having stolen tho Hare jewels Moppen told Assistant District Attorney Edward 1 Weil that he had negotiated the sale of the stolen Jewels to Brenner for for tVolfson t pon later interrogation Wolfson corroborated Moppen story and said that lie had received from Moppen according to tho i police I Well snlil Wolfson claimed that,0.8963730569948186,193
180,EDNESDAY OCTOBER All Kentucky HIGH LIGHTS Al IN ALL SPHi By DA C pvriOht 1910 bit TH THE National league and the Ne the American League seem to I pan Ion obstructionists Just wh weapon of the progressives Is C the major league circuits are determine doned and that there be a radical eha sport Johnson who used to be a wise which built up the American League s and acumen If he were half the wise m right into the thick of tho fight for a League In its endeavor to regain publl which has hurt baseball so seriously But there Johnson stands against c that to loin with the Xntlonnl Tjociio i,0.912280701754386,114
500,nonunion mm iruviiiuni muieminent Aid Proves Effective nn l Will Bo Extended Ottawa More than 1 dwelling have been erected in Canada j this year under the Dominion and t vlncial housing schemes This total will be increased by the end of the year by the continuance of building in sections j of the country where climatic conditions permit it More houses have been bullt under the Canadian housing scheme it is said than under that In operation In Grent Britain The Canadian Parliament appropriated for housing This j money is to bo lent to the provinces at 5 per cent per annum Provincial i latures voted sums to supplement those borrowed from the Dominion and made provision for loans to persons desiring to build dwelling houses Nearly all of the Dominion appropriation has been I taken up In Ontario the sum appropriated for j housing Federal and provincial totalled about In New Brunswlciv j also fifty houses have been built under the Federal scheme In Quebec homes have been erected and garden suburbs been laid out In the western lores hundreds of homes have been built mostly for returned soldiers The people were not so quick to take j advantage of the housing scheme as they had been expected to be They did not understand the plan fully and were j fsced early in the year by a shortage j of material and labor Much has been i accomplished however and much has been learned which will enable the proT n htroa n tVinlfl,0.9333333333333332,255
